y_actual,y_pred_point,low_90,high_90,covered_90,width_90,low_85,high_85,covered_85,low_80,high_80,covered_80
1567890.0,2716513.671313914,570860.2406574549,5992613.735243378,True,5421753.494585923,855607.2251221252,4685633.7098515695,True,811604.7813095173,4533548.647596423,True
60618000.0,38884592.71045772,15160614.070281902,75634935.30845363,True,60474321.238171734,17205691.46939897,72234550.5923971,True,18940851.98369458,66418783.60462705,True
52020000.0,17644809.913590945,4381048.113650101,56749535.489512846,True,52368487.37586275,3949098.4531903,48618719.31435123,False,5285917.294819023,42147750.964306004,False
260000000.0,79927130.68871388,40702570.58503211,118321599.91093068,False,77619029.32589856,48692504.12618261,100610039.96464737,False,53600783.744164765,99612636.97137125,False
5339999.0,5518696.287654159,3338621.1882050843,7548688.9680023715,True,4210067.779797288,3461118.60183396,7621422.515902395,True,3744981.412069254,7335541.000675611,True
81898999.0,114001534.3351148,32980495.316318262,237408027.4987656,True,204427532.1824473,43827638.04625766,222310543.70098358,True,47636131.51098365,213913916.1847832,True
8619999.0,6404797.6539041335,1114460.9859565054,12852994.208165517,True,11738533.222209012,1390505.0291029897,12404720.648914674,True,1697445.8163100109,11495211.065692373,True
5111111.0,3163800.2598169115,870746.9384528415,5517644.934815329,True,4646897.996362487,1080607.8220373823,5350282.818429802,True,1180116.6912090324,5185426.50986197,True
3786000.0,2547756.1338838,1051155.3418303737,5293100.1780231865,True,4241944.836192813,1145566.6226490985,5145913.045029152,True,1144637.8175356514,4539078.781364892,True
3030000.0,3479325.1849596235,1203217.6529662884,6690529.965372897,True,5487312.312406609,1375135.3529716355,6367625.939832117,True,1481957.0117655955,6024688.8364470005,True
30500950.0,75345455.326947,34755802.80094112,182319277.64222217,False,147563474.84128106,40787993.86053478,165013276.25752124,False,47691636.72254519,158344842.04412493,False
1068000.0,2951122.6221118444,828381.7973557365,6088615.01341085,True,5260233.216055114,1051476.9178198178,5453911.859781317,True,1088569.2296108392,4723674.195577795,False
1099999.0,971536.1493245102,197530.43278340445,2546779.541900294,True,2349249.1091168895,214215.81528054524,2293978.5444764895,True,301238.402381166,1862774.5914500304,True
5887500.0,3262306.6593858493,1004836.279301708,6420042.231731653,True,5415205.952429946,1161311.6434343092,6077378.944874028,True,1264182.4932640619,5821187.112191981,False
30199999.0,38597833.16018783,15542167.877971973,58041265.1697567,True,42499097.29178473,18530250.17866238,55517797.82145874,True,21807190.04456935,53803860.454149224,True
13081000.0,30445735.787795786,8371204.655825527,50040758.234348975,True,41669553.57852345,10238586.553617947,45925077.27529489,True,10609311.712519268,44053383.06700765,True
4880000.0,3314674.0204436937,972323.9949198664,6546582.014683172,True,5574258.019763306,1146917.6708725363,6186058.814647039,True,1310553.6007867274,5934923.012878802,True
13560000.0,33611063.72265174,16663955.362451682,86497538.9324112,False,69833583.5699595,21046947.47357787,77653548.73835202,False,20868541.778139386,68645307.51265451,False
174921000.0,161609426.45110205,38470857.02034257,264549169.19903958,True,226078312.178697,50098357.317015335,254480526.56479338,True,51994119.504854314,226834540.33694816,True
1289999.0,961241.9883212987,279018.5863711407,4306594.452219166,True,4027575.8658480253,331159.3025697364,1821532.260259379,True,297273.798652333,605379.6605644698,False
8000000.0,2890650.981321606,800212.0793638594,6853296.114986308,False,6053084.035622449,1203423.44014223,7637896.400271881,False,1166868.4056133735,5458028.930479653,False
1277777.0,1859766.4596352223,500336.1156833526,3365341.3733329964,True,2865005.257649644,571227.8280536035,2997116.205794237,True,596790.1685785452,2830041.5156014985,True
11333333.0,24054399.447940055,10656085.501183787,78732516.5551882,True,68076431.0540044,11451741.076512476,67770718.13828291,False,11762560.689589227,63232604.02524381,False
